id,price
15035,508949.09564201237
15036,534748.1759971873
15037,1386899.5567935877
15038,285991.94428018446
15039,333939.9664635069
15040,320646.0605238871
15041,404346.8984674962
15042,699283.6377242828
15043,273808.6343729873
15044,329153.4865538307
15045,664792.8083247945
15046,217521.9764310087
15047,508319.7314527331
15048,541933.1507821619
15049,998990.570111442
15050,210508.09464378178
15051,411344.8592749218
15052,499099.096794066
15053,1124828.671950904
15054,424964.7991679221
15055,501658.04392448935
15056,559950.5064724219
15057,1183799.7165326632
15058,350880.3781784997
15059,427999.84501220135
15060,479548.4565377571
15061,361555.5192989822
15062,582339.6867644324
15063,285032.93910183635
15064,626391.4670689282
15065,888567.2368964622
15066,350047.38875738153
15067,594734.3386526987
15068,1122699.2141595976
15069,391751.86650626257
15070,531091.8385848344
15071,535120.0724198347
15072,522613.86353504634
15073,397791.2450109955
15074,382323.2133865837
15075,743657.8855670986
15076,1363195.0195689294
15077,418994.75143383304
15078,210647.61957170616
15079,863626.3606727048
15080,485756.4444162304
15081,573902.7576417034
15082,614347.2360589455
15083,284935.283809672
15084,540533.1930411601
15085,990151.4592132589
15086,523413.3472396013
15087,282236.27341735724
15088,487324.1757327808
15089,213960.2273755058
15090,365214.51313950133
15091,283585.21468682576
15092,250967.01351911476
15093,434641.8552807736
15094,276322.40810787043
15095,249787.03194869717
15096,556229.3751388129
15097,809225.5174779808
15098,438076.187544217
15099,248128.70476776623
15100,428301.30634140735
15101,164384.49961452838
15102,471016.73479611916
15103,715595.874677707
15104,493861.11373527965
15105,289277.5380751615
15106,543364.3604385249
15107,495819.8398179494
15108,407886.97058421734
15109,333169.0582890015
15110,255312.51023227948
15111,556660.2304747542
15112,373379.1541500618
15113,415828.1571694028
15114,217921.3965515675
15115,396455.2284155848
15116,460052.2600038144
15117,297181.41825149255
15118,468175.89862720517
15119,694365.1395182197
15120,417228.2413421812
15121,234645.0082904462
15122,281195.78155927954
15123,720246.1751080584
15124,525768.0098230939
15125,552472.0555219314
15126,418965.78453725233
15127,853603.9976780864
15128,493266.83958079864
15129,222217.3139426883
15130,230319.1718589068
15131,242425.80511128897
15132,682316.3692399175
15133,1141449.1445069676
15134,633812.2750232602
15135,608366.5687047981
15136,267635.81967144617
15137,755252.411987117
15138,314053.1679607214
15139,435522.90725423663
15140,678564.9885084111
15141,396334.471122878
15142,429572.1030307118
15143,513768.9803707087
15144,632166.0877440361
15145,427670.31470715586
15146,525757.6381609302
15147,317543.6966420078
15148,253472.23852186848
15149,500825.38889642357
15150,405647.59249873523
15151,514071.45220482815
15152,303891.63127237244
15153,365496.4077504762
15154,820716.4765462688
15155,194708.25031566416
15156,395978.4787426363
15157,340553.3525920614
15158,368247.3535980233
15159,297634.6101754411
15160,479071.5138678291
15161,1090815.3019047403
15162,455785.71235609194
15163,407247.9502925182
15164,493495.19583827024
15165,657912.4059168866
15166,1178314.9378938696
15167,594319.8152892906
15168,756310.5089571896
15169,788565.718028075
15170,192351.82814482378
15171,477184.58942050283
15172,227370.80356040678
15173,649942.7500239059
15174,163754.05738862554
15175,234637.02230063194
15176,585185.0940266487
15177,296326.2952816042
15178,446276.32965944195
15179,892667.2328028135
15180,730974.4028163982
15181,343390.609247583
15182,732513.3321696355
15183,303285.10481962934
15184,429107.8288852738
15185,378626.3484781385
15186,1051923.4886880678
15187,421263.0191356864
15188,452461.8156121258
15189,383617.3074670094
15190,674889.9806698591
15191,247404.66496854177
15192,467018.5530907618
15193,502520.3711200246
15194,242872.1082270749
15195,305950.18616904377
15196,563769.1243172892
15197,573921.8132514736
15198,466130.7135809369
15199,381540.49184937816
15200,264992.6456380687
15201,660072.8013490322
15202,442977.89922239666
15203,184551.98806376202
15204,216439.21845775034
15205,305401.7306355537
15206,1934271.0595872484
15207,467559.40325162455
15208,348990.41516280896
15209,296661.4129804919
15210,329064.71649738285
15211,308842.93231178843
15212,689699.6209202026
15213,489613.8451667107
15214,331297.6615850936
15215,482283.55458953546
15216,250547.55206891758
15217,225081.69171945046
15218,481951.4231360608
15219,342370.69682063186
15220,378767.3239626966
15221,732119.485839218
15222,249393.9694760858
15223,468694.0767286952
15224,574076.7096159728
15225,442827.7452419371
15226,220598.57142574852
15227,524067.1545958998
15228,463109.0255261467
15229,628751.0936678913
15230,333965.1666717329
15231,231474.90090397137
15232,433867.2057018002
15233,547258.6725418168
15234,1353286.8347617732
15235,414228.9965250251
15236,388479.58179305994
15237,305797.2555023281
15238,656555.118320789
15239,573354.7347529106
15240,428854.1725093592
15241,348344.2136756715
15242,510306.2562300492
15243,321942.34090288496
15244,657099.332756754
15245,470884.9075621719
15246,607087.2171416099
15247,317922.0072638456
15248,562196.5404208344
15249,348415.0036111614
15250,1795878.0744919253
15251,362210.8513188544
15252,697059.8656540281
15253,412741.9679952741
15254,434302.19069081615
15255,332877.2874001557
15256,316214.028493541
15257,374926.937244682
15258,539362.8056138909
15259,216544.5964260037
15260,496770.91883788555
15261,267326.84647519264
15262,451563.6584542568
15263,357077.5519971599
15264,457925.9464540916
15265,842870.2538228118
15266,419687.9707228771
15267,427425.2951297518
15268,404903.1258253959
15269,482726.2763796911
15270,850808.7809006925
15271,970582.0077397202
15272,293053.7875999199
15273,259375.6317627813
15274,598932.5623219003
15275,364101.32588748797
15276,546423.4736974539
15277,302311.8749444814
15278,1296306.1594387896
15279,265212.8168627224
15280,585514.8266806211
15281,1079187.1448867526
15282,442093.85037072457
15283,251450.4652925265
15284,1083622.7204061893
15285,910794.7467088551
15286,462434.3505526088
15287,694158.3262806213
15288,770836.5197281764
15289,669481.811887613
15290,393836.8879846019
15291,467489.81704286346
15292,497534.07473071764
15293,512671.0152087671
15294,772655.0761618996
15295,369864.21371654334
15296,213182.00950671273
15297,199582.19532456825
15298,793030.783254479
15299,408489.8430074891
15300,285051.87234403484
15301,456998.0034753231
15302,185169.54641195055
15303,450029.8956311648
15304,796770.0997882443
15305,239512.38043248645
15306,502005.9606562349
15307,604991.8741971183
15308,543469.1380730368
15309,302490.9928196125
15310,380420.1212303176
15311,613615.5773259408
15312,436817.59266048233
15313,1858260.029576942
15314,228167.55264528174
15315,1259970.9891155353
15316,355792.58880630345
15317,486263.92698940047
15318,514185.9020804711
15319,1233697.2239197348
15320,579887.7988281234
15321,236854.10996202356
15322,725458.8662919677
15323,298922.07692283415
15324,367260.3455080455
15325,344977.44998081087
15326,667184.5977444404
15327,294411.66646730737
15328,730282.1657225386
15329,510673.2319656897
15330,806092.0865431265
15331,425539.2792408719
15332,489652.15638423583
15333,425528.82675422466
15334,295779.08165696205
15335,570078.5683702676
15336,369849.01848450804
15337,201244.2475205126
15338,594736.4186701062
15339,322307.3175607732
15340,354858.3887227577
15341,329170.50282711134
15342,210826.98866651685
15343,280274.04983250884
15344,831513.090057186
15345,213455.52559932755
15346,440966.03463965916
15347,435344.3706820291
15348,1610384.9940203975
15349,288600.7144936386
15350,401105.67515293095
15351,399230.12558625155
15352,1401078.2768715748
15353,288278.7725367476
15354,305272.53259944805
15355,628669.7777412792
15356,759129.1323586295
15357,807435.1718705322
15358,848454.1344417727
15359,432160.8692057854
15360,515647.08187873923
15361,260139.8664508097
15362,479101.5411179445
15363,515389.8751009579
15364,533089.4664026219
15365,443219.971802931
15366,550243.4251986975
15367,452830.13430085994
15368,453418.44536950614
15369,450862.4426727971
15370,426092.32573789416
15371,332747.20824883087
15372,231399.52714549884
15373,335420.6576621851
15374,363637.2330530806
15375,849175.2266167954
15376,414167.8532627151
15377,468756.2573304117
15378,584588.7066316318
15379,311136.912151474
15380,500054.8309790462
15381,811878.747512647
15382,614894.2713898418
15383,624504.5850266204
15384,330115.5362433805
15385,1851165.4097459323
15386,433227.9297326533
15387,594737.6877972911
15388,413243.60291907104
15389,368832.34040052246
15390,371257.5643238078
15391,269801.70507147966
15392,279414.9358136606
15393,347396.61757678253
15394,437499.49667756906
15395,243733.65541255003
15396,255345.6689247345
15397,569520.4247496203
15398,232718.09677309386
15399,538031.0153125514
15400,823726.2752008847
15401,435678.67735999735
15402,842956.504194746
15403,267231.40161895327
15404,583629.6579591939
15405,367705.2384623629
15406,840506.0654943723
15407,346623.9720441509
15408,482802.44357082155
15409,667360.4631062303
15410,333284.0189338982
15411,498952.17639029474
15412,289010.2768752343
15413,266935.38712147786
15414,323983.15106418496
15415,537769.6653147375
15416,1284087.2968370672
15417,442795.84576327103
15418,400126.41823024204
15419,454200.3968394664
15420,551875.7446831225
15421,654824.3482608779
15422,785861.9878896129
15423,385929.9887593672
15424,482979.12194965343
15425,1679063.5622033053
15426,332448.0521758054
15427,731947.8706907639
15428,608120.054222189
15429,802011.0571728412
15430,416166.95836280915
15431,334893.45075369696
15432,224448.00876166392
15433,482046.5279354716
15434,344820.603175009
15435,767650.5956184459
15436,474193.8412930583
15437,1267437.4334114946
15438,588504.7095016463
15439,554772.4945075776
15440,661185.1720593147
15441,676755.0875034833
15442,477564.63972377934
